"P","SOA","freq","primetype","prime","target","RT"
511,"SOA47","L","PDISS","succunct","SUCCINCT",521
514,"SOA47","L","PDISS","succunct","SUCCINCT",576
517,"SOA47","L","PDISS","succunct","SUCCINCT",857
520,"SOA47","L","PDISS","succunct","SUCCINCT",606
535,"SOA47","L","PDISS","succunct","SUCCINCT",499
541,"SOA47","L","PDISS","succunct","SUCCINCT",585
501,"SOA47","L","PSIM","sucsinct","SUCCINCT",1459
507,"SOA47","L","PSIM","sucsinct","SUCCINCT",510
512,"SOA47","L","PSIM","sucsinct","SUCCINCT",672
519,"SOA47","L","PSIM","sucsinct","SUCCINCT",610
524,"SOA47","L","PSIM","sucsinct","SUCCINCT",591
530,"SOA47","L","PSIM","sucsinct","SUCCINCT",572
536,"SOA47","L","PSIM","sucsinct","SUCCINCT",1436
503,"SOA47","L","UN","meteoric","SUCCINCT",454
509,"SOA47","L","UN","meteoric","SUCCINCT",704
516,"SOA47","L","UN","meteoric","SUCCINCT",1020
521,"SOA47","L","UN","meteoric","SUCCINCT",712
522,"SOA47","L","UN","meteoric","SUCCINCT",773
527,"SOA47","L","UN","meteoric","SUCCINCT",679
320,"SOA80","L","PDISS","succunct","SUCCINCT",874
323,"SOA80","L","PDISS","succunct","SUCCINCT",558
329,"SOA80","L","PDISS","succunct","SUCCINCT",802
332,"SOA80","L","PDISS","succunct","SUCCINCT",531
335,"SOA80","L","PDISS","succunct","SUCCINCT",758
339,"SOA80","L","PDISS","succunct","SUCCINCT",559
350,"SOA80","L","PDISS","succunct","SUCCINCT",446
319,"SOA80","L","PSIM","sucsinct","SUCCINCT",745
324,"SOA80","L","PSIM","sucsinct","SUCCINCT",860
330,"SOA80","L","PSIM","sucsinct","SUCCINCT",1038
331,"SOA80","L","PSIM","sucsinct","SUCCINCT",797
336,"SOA80","L","PSIM","sucsinct","SUCCINCT",744
348,"SOA80","L","PSIM","sucsinct","SUCCINCT",513
355,"SOA80","L","PSIM","sucsinct","SUCCINCT",450
321,"SOA80","L","UN","meteoric","SUCCINCT",1597
327,"SOA80","L","UN","meteoric","SUCCINCT",869
333,"SOA80","L","UN","meteoric","SUCCINCT",625
334,"SOA80","L","UN","meteoric","SUCCINCT",552
345,"SOA80","L","UN","meteoric","SUCCINCT",624
346,"SOA80","L","UN","meteoric","SUCCINCT",577
357,"SOA80","L","UN","meteoric","SUCCINCT",761
502,"SOA47","M","PDISS","talgible","TANGIBLE",785
508,"SOA47","M","PDISS","talgible","TANGIBLE",638
511,"SOA47","M","PDISS","talgible","TANGIBLE",676
514,"SOA47","M","PDISS","talgible","TANGIBLE",548
517,"SOA47","M","PDISS","talgible","TANGIBLE",743
520,"SOA47","M","PDISS","talgible","TANGIBLE",729
523,"SOA47","M","PDISS","talgible","TANGIBLE",611
526,"SOA47","M","PDISS","talgible","TANGIBLE",652
535,"SOA47","M","PDISS","talgible","TANGIBLE",526
541,"SOA47","M","PDISS","talgible","TANGIBLE",651
501,"SOA47","M","PSIM","tangable","TANGIBLE",526
506,"SOA47","M","PSIM","tangable","TANGIBLE",778
507,"SOA47","M","PSIM","tangable","TANGIBLE",462
512,"SOA47","M","PSIM","tangable","TANGIBLE",491
513,"SOA47","M","PSIM","tangable","TANGIBLE",418
519,"SOA47","M","PSIM","tangable","TANGIBLE",449
524,"SOA47","M","PSIM","tangable","TANGIBLE",498
525,"SOA47","M","PSIM","tangable","TANGIBLE",516
530,"SOA47","M","PSIM","tangable","TANGIBLE",609
536,"SOA47","M","PSIM","tangable","TANGIBLE",658
503,"SOA47","M","UN","coverage","TANGIBLE",709
504,"SOA47","M","UN","coverage","TANGIBLE",807
509,"SOA47","M","UN","coverage","TANGIBLE",672
510,"SOA47","M","UN","coverage","TANGIBLE",732
515,"SOA47","M","UN","coverage","TANGIBLE",598
516,"SOA47","M","UN","coverage","TANGIBLE",719
521,"SOA47","M","UN","coverage","TANGIBLE",807
522,"SOA47","M","UN","coverage","TANGIBLE",836
527,"SOA47","M","UN","coverage","TANGIBLE",624
528,"SOA47","M","UN","coverage","TANGIBLE",898
320,"SOA80","M","PDISS","talgible","TANGIBLE",814
323,"SOA80","M","PDISS","talgible","TANGIBLE",501
326,"SOA80","M","PDISS","talgible","TANGIBLE",562
329,"SOA80","M","PDISS","talgible","TANGIBLE",960
332,"SOA80","M","PDISS","talgible","TANGIBLE",503
335,"SOA80","M","PDISS","talgible","TANGIBLE",585
339,"SOA80","M","PDISS","talgible","TANGIBLE",716
344,"SOA80","M","PDISS","talgible","TANGIBLE",590
347,"SOA80","M","PDISS","talgible","TANGIBLE",809
350,"SOA80","M","PDISS","talgible","TANGIBLE",485
324,"SOA80","M","PSIM","tangable","TANGIBLE",603
325,"SOA80","M","PSIM","tangable","TANGIBLE",634
330,"SOA80","M","PSIM","tangable","TANGIBLE",512
331,"SOA80","M","PSIM","tangable","TANGIBLE",843
336,"SOA80","M","PSIM","tangable","TANGIBLE",579
337,"SOA80","M","PSIM","tangable","TANGIBLE",588
348,"SOA80","M","PSIM","tangable","TANGIBLE",472
354,"SOA80","M","PSIM","tangable","TANGIBLE",869
355,"SOA80","M","PSIM","tangable","TANGIBLE",470
321,"SOA80","M","UN","coverage","TANGIBLE",1286
322,"SOA80","M","UN","coverage","TANGIBLE",957
327,"SOA80","M","UN","coverage","TANGIBLE",865
333,"SOA80","M","UN","coverage","TANGIBLE",655
334,"SOA80","M","UN","coverage","TANGIBLE",807
345,"SOA80","M","UN","coverage","TANGIBLE",761
346,"SOA80","M","UN","coverage","TANGIBLE",688
357,"SOA80","M","UN","coverage","TANGIBLE",796
502,"SOA47","M","PDISS","talegraph","TELEGRAPH",541
508,"SOA47","M","PDISS","talegraph","TELEGRAPH",640
511,"SOA47","M","PDISS","talegraph","TELEGRAPH",482
514,"SOA47","M","PDISS","talegraph","TELEGRAPH",460
517,"SOA47","M","PDISS","talegraph","TELEGRAPH",545
520,"SOA47","M","PDISS","talegraph","TELEGRAPH",497
523,"SOA47","M","PDISS","talegraph","TELEGRAPH",481
526,"SOA47","M","PDISS","talegraph","TELEGRAPH",435
535,"SOA47","M","PDISS","talegraph","TELEGRAPH",571
501,"SOA47","M","PSIM","telagraph","TELEGRAPH",549
506,"SOA47","M","PSIM","telagraph","TELEGRAPH",566
507,"SOA47","M","PSIM","telagraph","TELEGRAPH",466
512,"SOA47","M","PSIM","telagraph","TELEGRAPH",474
513,"SOA47","M","PSIM","telagraph","TELEGRAPH",648
519,"SOA47","M","PSIM","telagraph","TELEGRAPH",523
524,"SOA47","M","PSIM","telagraph","TELEGRAPH",571
525,"SOA47","M","PSIM","telagraph","TELEGRAPH",701
530,"SOA47","M","PSIM","telagraph","TELEGRAPH",548
536,"SOA47","M","PSIM","telagraph","TELEGRAPH",703
503,"SOA47","M","UN","eliminate","TELEGRAPH",619
504,"SOA47","M","UN","eliminate","TELEGRAPH",600
509,"SOA47","M","UN","eliminate","TELEGRAPH",569
510,"SOA47","M","UN","eliminate","TELEGRAPH",781
515,"SOA47","M","UN","eliminate","TELEGRAPH",542
516,"SOA47","M","UN","eliminate","TELEGRAPH",671
521,"SOA47","M","UN","eliminate","TELEGRAPH",555
522,"SOA47","M","UN","eliminate","TELEGRAPH",947
527,"SOA47","M","UN","eliminate","TELEGRAPH",862
528,"SOA47","M","UN","eliminate","TELEGRAPH",630
320,"SOA80","M","PDISS","talegraph","TELEGRAPH",661
323,"SOA80","M","PDISS","talegraph","TELEGRAPH",602
326,"SOA80","M","PDISS","talegraph","TELEGRAPH",856
329,"SOA80","M","PDISS","talegraph","TELEGRAPH",806
332,"SOA80","M","PDISS","talegraph","TELEGRAPH",482
335,"SOA80","M","PDISS","talegraph","TELEGRAPH",387
339,"SOA80","M","PDISS","talegraph","TELEGRAPH",399
344,"SOA80","M","PDISS","talegraph","TELEGRAPH",1213
347,"SOA80","M","PDISS","talegraph","TELEGRAPH",712
350,"SOA80","M","PDISS","talegraph","TELEGRAPH",481
319,"SOA80","M","PSIM","telagraph","TELEGRAPH",585
324,"SOA80","M","PSIM","telagraph","TELEGRAPH",425
325,"SOA80","M","PSIM","telagraph","TELEGRAPH",564
330,"SOA80","M","PSIM","telagraph","TELEGRAPH",770
331,"SOA80","M","PSIM","telagraph","TELEGRAPH",512
337,"SOA80","M","PSIM","telagraph","TELEGRAPH",617
348,"SOA80","M","PSIM","telagraph","TELEGRAPH",409
354,"SOA80","M","PSIM","telagraph","TELEGRAPH",970
355,"SOA80","M","PSIM","telagraph","TELEGRAPH",482
321,"SOA80","M","UN","eliminate","TELEGRAPH",1203
322,"SOA80","M","UN","eliminate","TELEGRAPH",968
327,"SOA80","M","UN","eliminate","TELEGRAPH",726
328,"SOA80","M","UN","eliminate","TELEGRAPH",508
333,"SOA80","M","UN","eliminate","TELEGRAPH",564
334,"SOA80","M","UN","eliminate","TELEGRAPH",535
338,"SOA80","M","UN","eliminate","TELEGRAPH",532
345,"SOA80","M","UN","eliminate","TELEGRAPH",654
346,"SOA80","M","UN","eliminate","TELEGRAPH",564
357,"SOA80","M","UN","eliminate","TELEGRAPH",645
508,"SOA47","M","PDISS","treology","THEOLOGY",605
511,"SOA47","M","PDISS","treology","THEOLOGY",739
514,"SOA47","M","PDISS","treology","THEOLOGY",505
517,"SOA47","M","PDISS","treology","THEOLOGY",1089
520,"SOA47","M","PDISS","treology","THEOLOGY",533
523,"SOA47","M","PDISS","treology","THEOLOGY",592
526,"SOA47","M","PDISS","treology","THEOLOGY",620
535,"SOA47","M","PDISS","treology","THEOLOGY",693
541,"SOA47","M","PDISS","treology","THEOLOGY",642
501,"SOA47","M","PSIM","theolagy","THEOLOGY",520
506,"SOA47","M","PSIM","theolagy","THEOLOGY",572
507,"SOA47","M","PSIM","theolagy","THEOLOGY",428
512,"SOA47","M","PSIM","theolagy","THEOLOGY",436
513,"SOA47","M","PSIM","theolagy","THEOLOGY",552
519,"SOA47","M","PSIM","theolagy","THEOLOGY",329
524,"SOA47","M","PSIM","theolagy","THEOLOGY",443
525,"SOA47","M","PSIM","theolagy","THEOLOGY",451
536,"SOA47","M","PSIM","theolagy","THEOLOGY",474
503,"SOA47","M","UN","criminal","THEOLOGY",511
504,"SOA47","M","UN","criminal","THEOLOGY",1190
510,"SOA47","M","UN","criminal","THEOLOGY",637
515,"SOA47","M","UN","criminal","THEOLOGY",482
516,"SOA47","M","UN","criminal","THEOLOGY",688
521,"SOA47","M","UN","criminal","THEOLOGY",657
527,"SOA47","M","UN","criminal","THEOLOGY",580
528,"SOA47","M","UN","criminal","THEOLOGY",508
320,"SOA80","M","PDISS","treology","THEOLOGY",803
323,"SOA80","M","PDISS","treology","THEOLOGY",529
326,"SOA80","M","PDISS","treology","THEOLOGY",1228
329,"SOA80","M","PDISS","treology","THEOLOGY",1110
332,"SOA80","M","PDISS","treology","THEOLOGY",572
335,"SOA80","M","PDISS","treology","THEOLOGY",768
344,"SOA80","M","PDISS","treology","THEOLOGY",936
347,"SOA80","M","PDISS","treology","THEOLOGY",954
350,"SOA80","M","PDISS","treology","THEOLOGY",505
319,"SOA80","M","PSIM","theolagy","THEOLOGY",625
324,"SOA80","M","PSIM","theolagy","THEOLOGY",465
325,"SOA80","M","PSIM","theolagy","THEOLOGY",685
330,"SOA80","M","PSIM","theolagy","THEOLOGY",904
331,"SOA80","M","PSIM","theolagy","THEOLOGY",561
336,"SOA80","M","PSIM","theolagy","THEOLOGY",700
337,"SOA80","M","PSIM","theolagy","THEOLOGY",530
348,"SOA80","M","PSIM","theolagy","THEOLOGY",403
354,"SOA80","M","PSIM","theolagy","THEOLOGY",1388
355,"SOA80","M","PSIM","theolagy","THEOLOGY",579
327,"SOA80","M","UN","criminal","THEOLOGY",697
328,"SOA80","M","UN","criminal","THEOLOGY",617
333,"SOA80","M","UN","criminal","THEOLOGY",617
334,"SOA80","M","UN","criminal","THEOLOGY",652
338,"SOA80","M","UN","criminal","THEOLOGY",632
345,"SOA80","M","UN","criminal","THEOLOGY",628
346,"SOA80","M","UN","criminal","THEOLOGY",550
357,"SOA80","M","UN","criminal","THEOLOGY",439
502,"SOA47","M","PDISS","therough","THOROUGH",668
508,"SOA47","M","PDISS","therough","THOROUGH",521
511,"SOA47","M","PDISS","therough","THOROUGH",1293
514,"SOA47","M","PDISS","therough","THOROUGH",516
517,"SOA47","M","PDISS","therough","THOROUGH",1369
520,"SOA47","M","PDISS","therough","THOROUGH",553
523,"SOA47","M","PDISS","therough","THOROUGH",567
526,"SOA47","M","PDISS","therough","THOROUGH",490
535,"SOA47","M","PDISS","therough","THOROUGH",552
541,"SOA47","M","PDISS","therough","THOROUGH",787
501,"SOA47","M","PSIM","thurough","THOROUGH",803
506,"SOA47","M","PSIM","thurough","THOROUGH",509
507,"SOA47","M","PSIM","thurough","THOROUGH",541
512,"SOA47","M","PSIM","thurough","THOROUGH",566
513,"SOA47","M","PSIM","thurough","THOROUGH",1618
519,"SOA47","M","PSIM","thurough","THOROUGH",362
524,"SOA47","M","PSIM","thurough","THOROUGH",522
525,"SOA47","M","PSIM","thurough","THOROUGH",684
530,"SOA47","M","PSIM","thurough","THOROUGH",462
536,"SOA47","M","PSIM","thurough","THOROUGH",828
503,"SOA47","M","UN","devotion","THOROUGH",692
504,"SOA47","M","UN","devotion","THOROUGH",1083
509,"SOA47","M","UN","devotion","THOROUGH",779
510,"SOA47","M","UN","devotion","THOROUGH",835
515,"SOA47","M","UN","devotion","THOROUGH",483
516,"SOA47","M","UN","devotion","THOROUGH",1293
521,"SOA47","M","UN","devotion","THOROUGH",434
522,"SOA47","M","UN","devotion","THOROUGH",575
527,"SOA47","M","UN","devotion","THOROUGH",585
528,"SOA47","M","UN","devotion","THOROUGH",667
320,"SOA80","M","PDISS","therough","THOROUGH",1358
323,"SOA80","M","PDISS","therough","THOROUGH",546
326,"SOA80","M","PDISS","therough","THOROUGH",786
329,"SOA80","M","PDISS","therough","THOROUGH",1527
332,"SOA80","M","PDISS","therough","THOROUGH",517
335,"SOA80","M","PDISS","therough","THOROUGH",451
339,"SOA80","M","PDISS","therough","THOROUGH",579
344,"SOA80","M","PDISS","therough","THOROUGH",1103
347,"SOA80","M","PDISS","therough","THOROUGH",673
350,"SOA80","M","PDISS","therough","THOROUGH",498
319,"SOA80","M","PSIM","thurough","THOROUGH",1005
324,"SOA80","M","PSIM","thurough","THOROUGH",689
325,"SOA80","M","PSIM","thurough","THOROUGH",381
330,"SOA80","M","PSIM","thurough","THOROUGH",1370
331,"SOA80","M","PSIM","thurough","THOROUGH",458
336,"SOA80","M","PSIM","thurough","THOROUGH",712
337,"SOA80","M","PSIM","thurough","THOROUGH",617
348,"SOA80","M","PSIM","thurough","THOROUGH",438
355,"SOA80","M","PSIM","thurough","THOROUGH",698
322,"SOA80","M","UN","devotion","THOROUGH",1220
327,"SOA80","M","UN","devotion","THOROUGH",481
328,"SOA80","M","UN","devotion","THOROUGH",484
333,"SOA80","M","UN","devotion","THOROUGH",1118
334,"SOA80","M","UN","devotion","THOROUGH",738
338,"SOA80","M","UN","devotion","THOROUGH",435
345,"SOA80","M","UN","devotion","THOROUGH",574
346,"SOA80","M","UN","devotion","THOROUGH",501
357,"SOA80","M","UN","devotion","THOROUGH",622
502,"SOA47","L","PDISS","trasquill","TRANQUIL",762
508,"SOA47","L","PDISS","trasquill","TRANQUIL",511
514,"SOA47","L","PDISS","trasquill","TRANQUIL",244
520,"SOA47","L","PDISS","trasquill","TRANQUIL",492
523,"SOA47","L","PDISS","trasquill","TRANQUIL",660
526,"SOA47","L","PDISS","trasquill","TRANQUIL",683
535,"SOA47","L","PDISS","trasquill","TRANQUIL",579
541,"SOA47","L","PDISS","trasquill","TRANQUIL",723
501,"SOA47","L","PSIM","tranquill","TRANQUIL",734
506,"SOA47","L","PSIM","tranquill","TRANQUIL",1013
507,"SOA47","L","PSIM","tranquill","TRANQUIL",469
512,"SOA47","L","PSIM","tranquill","TRANQUIL",443
513,"SOA47","L","PSIM","tranquill","TRANQUIL",557
519,"SOA47","L","PSIM","tranquill","TRANQUIL",483
524,"SOA47","L","PSIM","tranquill","TRANQUIL",599
525,"SOA47","L","PSIM","tranquill","TRANQUIL",535
530,"SOA47","L","PSIM","tranquill","TRANQUIL",474
536,"SOA47","L","PSIM","tranquill","TRANQUIL",732
503,"SOA47","L","UN","permeate","TRANQUIL",568
504,"SOA47","L","UN","permeate","TRANQUIL",652
509,"SOA47","L","UN","permeate","TRANQUIL",678
510,"SOA47","L","UN","permeate","TRANQUIL",831
515,"SOA47","L","UN","permeate","TRANQUIL",1158
516,"SOA47","L","UN","permeate","TRANQUIL",739
521,"SOA47","L","UN","permeate","TRANQUIL",679
522,"SOA47","L","UN","permeate","TRANQUIL",1062
527,"SOA47","L","UN","permeate","TRANQUIL",1489
528,"SOA47","L","UN","permeate","TRANQUIL",1205
320,"SOA80","L","PDISS","trasquill","TRANQUIL",956
323,"SOA80","L","PDISS","trasquill","TRANQUIL",719
326,"SOA80","L","PDISS","trasquill","TRANQUIL",691
329,"SOA80","L","PDISS","trasquill","TRANQUIL",793
332,"SOA80","L","PDISS","trasquill","TRANQUIL",449
335,"SOA80","L","PDISS","trasquill","TRANQUIL",423
339,"SOA80","L","PDISS","trasquill","TRANQUIL",616
344,"SOA80","L","PDISS","trasquill","TRANQUIL",1009
347,"SOA80","L","PDISS","trasquill","TRANQUIL",690
350,"SOA80","L","PDISS","trasquill","TRANQUIL",456
319,"SOA80","L","PSIM","tranquill","TRANQUIL",608
324,"SOA80","L","PSIM","tranquill","TRANQUIL",733
325,"SOA80","L","PSIM","tranquill","TRANQUIL",540
330,"SOA80","L","PSIM","tranquill","TRANQUIL",559
331,"SOA80","L","PSIM","tranquill","TRANQUIL",472
336,"SOA80","L","PSIM","tranquill","TRANQUIL",474
337,"SOA80","L","PSIM","tranquill","TRANQUIL",547
348,"SOA80","L","PSIM","tranquill","TRANQUIL",472
354,"SOA80","L","PSIM","tranquill","TRANQUIL",852
355,"SOA80","L","PSIM","tranquill","TRANQUIL",450
321,"SOA80","L","UN","permeate","TRANQUIL",858
322,"SOA80","L","UN","permeate","TRANQUIL",877
327,"SOA80","L","UN","permeate","TRANQUIL",634
328,"SOA80","L","UN","permeate","TRANQUIL",511
333,"SOA80","L","UN","permeate","TRANQUIL",722
334,"SOA80","L","UN","permeate","TRANQUIL",750
338,"SOA80","L","UN","permeate","TRANQUIL",503
345,"SOA80","L","UN","permeate","TRANQUIL",652
346,"SOA80","L","UN","permeate","TRANQUIL",522
357,"SOA80","L","UN","permeate","TRANQUIL",649
502,"SOA47","M","PDISS","vepocity","VELOCITY",509
508,"SOA47","M","PDISS","vepocity","VELOCITY",560
511,"SOA47","M","PDISS","vepocity","VELOCITY",673
514,"SOA47","M","PDISS","vepocity","VELOCITY",381
517,"SOA47","M","PDISS","vepocity","VELOCITY",906
520,"SOA47","M","PDISS","vepocity","VELOCITY",562
523,"SOA47","M","PDISS","vepocity","VELOCITY",686
535,"SOA47","M","PDISS","vepocity","VELOCITY",544
541,"SOA47","M","PDISS","vepocity","VELOCITY",697
501,"SOA47","M","PSIM","velosity","VELOCITY",639
506,"SOA47","M","PSIM","velosity","VELOCITY",545
507,"SOA47","M","PSIM","velosity","VELOCITY",452
512,"SOA47","M","PSIM","velosity","VELOCITY",453
513,"SOA47","M","PSIM","velosity","VELOCITY",440
519,"SOA47","M","PSIM","velosity","VELOCITY",386
524,"SOA47","M","PSIM","velosity","VELOCITY",403
525,"SOA47","M","PSIM","velosity","VELOCITY",487
503,"SOA47","M","UN","employee","VELOCITY",575
504,"SOA47","M","UN","employee","VELOCITY",698
509,"SOA47","M","UN","employee","VELOCITY",578
510,"SOA47","M","UN","employee","VELOCITY",737
515,"SOA47","M","UN","employee","VELOCITY",454
516,"SOA47","M","UN","employee","VELOCITY",757
521,"SOA47","M","UN","employee","VELOCITY",553
522,"SOA47","M","UN","employee","VELOCITY",939
527,"SOA47","M","UN","employee","VELOCITY",755
528,"SOA47","M","UN","employee","VELOCITY",654
320,"SOA80","M","PDISS","vepocity","VELOCITY",1169
323,"SOA80","M","PDISS","vepocity","VELOCITY",502
326,"SOA80","M","PDISS","vepocity","VELOCITY",617
329,"SOA80","M","PDISS","vepocity","VELOCITY",729
332,"SOA80","M","PDISS","vepocity","VELOCITY",438
335,"SOA80","M","PDISS","vepocity","VELOCITY",957
339,"SOA80","M","PDISS","vepocity","VELOCITY",488
344,"SOA80","M","PDISS","vepocity","VELOCITY",832
347,"SOA80","M","PDISS","vepocity","VELOCITY",733
350,"SOA80","M","PDISS","vepocity","VELOCITY",403
319,"SOA80","M","PSIM","velosity","VELOCITY",622
324,"SOA80","M","PSIM","velosity","VELOCITY",560
325,"SOA80","M","PSIM","velosity","VELOCITY",617
330,"SOA80","M","PSIM","velosity","VELOCITY",599
331,"SOA80","M","PSIM","velosity","VELOCITY",534
336,"SOA80","M","PSIM","velosity","VELOCITY",506
337,"SOA80","M","PSIM","velosity","VELOCITY",659
348,"SOA80","M","PSIM","velosity","VELOCITY",488
354,"SOA80","M","PSIM","velosity","VELOCITY",900
355,"SOA80","M","PSIM","velosity","VELOCITY",468
321,"SOA80","M","UN","employee","VELOCITY",1814
327,"SOA80","M","UN","employee","VELOCITY",859
328,"SOA80","M","UN","employee","VELOCITY",452
333,"SOA80","M","UN","employee","VELOCITY",645
334,"SOA80","M","UN","employee","VELOCITY",566
338,"SOA80","M","UN","employee","VELOCITY",616
345,"SOA80","M","UN","employee","VELOCITY",651
346,"SOA80","M","UN","employee","VELOCITY",423
357,"SOA80","M","UN","employee","VELOCITY",769
502,"SOA47","L","PDISS","vagilant","VIGILANT",670
508,"SOA47","L","PDISS","vagilant","VIGILANT",537
511,"SOA47","L","PDISS","vagilant","VIGILANT",647
514,"SOA47","L","PDISS","vagilant","VIGILANT",405
517,"SOA47","L","PDISS","vagilant","VIGILANT",855
520,"SOA47","L","PDISS","vagilant","VIGILANT",464
526,"SOA47","L","PDISS","vagilant","VIGILANT",434
535,"SOA47","L","PDISS","vagilant","VIGILANT",553
541,"SOA47","L","PDISS","vagilant","VIGILANT",802
501,"SOA47","L","PSIM","vigilent","VIGILANT",493
506,"SOA47","L","PSIM","vigilent","VIGILANT",596
507,"SOA47","L","PSIM","vigilent","VIGILANT",537
512,"SOA47","L","PSIM","vigilent","VIGILANT",455
513,"SOA47","L","PSIM","vigilent","VIGILANT",1143
519,"SOA47","L","PSIM","vigilent","VIGILANT",464
524,"SOA47","L","PSIM","vigilent","VIGILANT",496
525,"SOA47","L","PSIM","vigilent","VIGILANT",731
536,"SOA47","L","PSIM","vigilent","VIGILANT",519
503,"SOA47","L","UN","scarcity","VIGILANT",454
504,"SOA47","L","UN","scarcity","VIGILANT",559
509,"SOA47","L","UN","scarcity","VIGILANT",616
510,"SOA47","L","UN","scarcity","VIGILANT",745
515,"SOA47","L","UN","scarcity","VIGILANT",440
516,"SOA47","L","UN","scarcity","VIGILANT",665
521,"SOA47","L","UN","scarcity","VIGILANT",517
522,"SOA47","L","UN","scarcity","VIGILANT",640
527,"SOA47","L","UN","scarcity","VIGILANT",1463
528,"SOA47","L","UN","scarcity","VIGILANT",633
320,"SOA80","L","PDISS","vagilant","VIGILANT",651
323,"SOA80","L","PDISS","vagilant","VIGILANT",525
326,"SOA80","L","PDISS","vagilant","VIGILANT",1296
329,"SOA80","L","PDISS","vagilant","VIGILANT",724
332,"SOA80","L","PDISS","vagilant","VIGILANT",572
335,"SOA80","L","PDISS","vagilant","VIGILANT",788
339,"SOA80","L","PDISS","vagilant","VIGILANT",544
344,"SOA80","L","PDISS","vagilant","VIGILANT",885
347,"SOA80","L","PDISS","vagilant","VIGILANT",1068
350,"SOA80","L","PDISS","vagilant","VIGILANT",436
319,"SOA80","L","PSIM","vigilent","VIGILANT",1028
324,"SOA80","L","PSIM","vigilent","VIGILANT",418
330,"SOA80","L","PSIM","vigilent","VIGILANT",726
331,"SOA80","L","PSIM","vigilent","VIGILANT",467
336,"SOA80","L","PSIM","vigilent","VIGILANT",597
337,"SOA80","L","PSIM","vigilent","VIGILANT",465
348,"SOA80","L","PSIM","vigilent","VIGILANT",481
354,"SOA80","L","PSIM","vigilent","VIGILANT",859
355,"SOA80","L","PSIM","vigilent","VIGILANT",529
321,"SOA80","L","UN","scarcity","VIGILANT",1352
322,"SOA80","L","UN","scarcity","VIGILANT",1033
327,"SOA80","L","UN","scarcity","VIGILANT",697
